id,Message,truth,cube,google,google_spam,google_not_spam,ibm,ibm_spam,ibm_not_spam
678,hi sirmam we are the masters in sales of residential flats our companys name is grp groupthe sq ft properties management company if u have any residential flat scheme for sale and want to sell it within committed time period then dont hesitate to call us we are always ready for new task and will serve you better contact us wwwgrpgroupscom,spam,spam,spam,0.726901,0.273099,not-spam,0.051961023,0.948038977
679,vip number for sale   rs  cont kumar,spam,spam,spam,0.63849,0.36151,spam,0.824588993,0.175411007
680,v i p nos for sale  oooo oooo oooo oooo  oooo oooo oooo   ooooo ooooo  cal to simran s,spam,spam,spam,0.584231,0.415769,not-spam,0.480145034,0.519854966
681,punjab numbers for sale                       for details   contact,spam,spam,spam,0.537577,0.462423,not-spam,0.012346611,0.987653389
682,v i p nos for sale oooo ooooo oooo oooo xoooo    oooo oooo oooo oooo  cal to simran s,spam,spam,spam,0.584231,0.415769,not-spam,0.480145034,0.519854966
683,idea new numaber for sale     contact no,spam,spam,spam,0.767016,0.232984,not-spam,0.030806666,0.969193334
684,vip r prepaid nos for sale  xoooo ooooo ooooo oooo oooo oooo ooooo ooooo  call to randeepsingh,spam,spam,not-spam,0.359284,0.640716,not-spam,0.359883297,0.640116703
685,milna bichhadna sab kismat ka khel hai kahi nafrat kahi dilon ka mel hai bik jata hai har rishta duniya me sirf dosti ki yaha not for sale hai gd t frnd,spam,spam,spam,0.993695,0.006305,spam,0.994300384,0.005699616
686,wwwindustriesbazarcom   for sale  tpdcement grinding unit  contact mr gursimran  code  team industriesbazarcom,spam,spam,not-spam,0.493123,0.506877,not-spam,0.03079602,0.96920398
687,hi all we need to focus on secondary sales achievement  wod existing billing and new billing achievement  market visits in this month  reports are being shared on daily basis but till date except kerala  other states needs to be proactive i am the one point contact from project reach team for southern region regardsrohit,spam,spam,spam,0.820688,0.179312,spam,0.708500807,0.291499193
688,summer sale offer purchase sw upto may  get cash discount   ref based on mrp call for free demo regardsbinju  dynodepms,spam,spam,spam,0.994011,0.005989,spam,0.995049272,0.004950728
689,jitenderassmanager sales  sumanglam dairy farm  solutions indiapvtltddfsi   site  industrial area sahibabadghaziabad up  contact     wwwdfsindiacom wwwdfsindiain email jitenderdfsigmailcom,spam,spam,not-spam,0.458999,0.541001,not-spam,0.008427704,0.991572296
690,aggarwal dharamshala me kaisi sale lagi hui haane ka kuch benefit h ya nhiplz update as soon as possible,spam,spam,spam,0.99969,0.00031,spam,0.981448933,0.018551067
691,taypin   bc    indiavapaarcom bb    singhestatecom property    itscartin online sale    itsrkin website ldh office jagjeet nagar pakhowal rdnear hero bakery ldh  ph,spam,spam,spam,0.696799,0.303201,spam,0.877154735,0.122845265
692,grab d offer to own dream home in regions st green residential project maya garden avenue best location in zirakpur  bhk luxury flats call naveen rawat mgr sales,spam,spam,spam,0.997847,0.002153,spam,0.996057783,0.003942217
693,new number for sale  contact,spam,spam,spam,0.733132,0.266869,not-spam,0.039025607,0.960974393
694,if u have in dwarka  you interested in your property sale  rent plz cl us  jmd estate,spam,spam,not-spam,0.188586,0.811414,not-spam,0.024567509,0.975432491
695,dear sir               hamari company pahal infosystem pvt ltd aadhar card  enrolment and child enrolment ka registration free me de rahi hai or sale uid kit  pvc printer also available centre lene ke liye contact kare      vivek tripathi,spam,spam,spam,0.912469,0.087531,spam,0.972649402,0.027350598
696,plot on sale at sola gam  sq yard  cr nego commercial use only for  godown factory,spam,spam,spam,0.948271,0.051729,not-spam,0.041722013,0.958277987
697,flat on rent bhk naked nr judges bunglow  mansi to bodakdev road  rent family     flat on rent bhk fully furnish  nr starling hospital  gurukul road  rent family and girls allows    flat on rent  bhk semi furnished  nd floor  gurukul  road family  girls allows      flat on sale  bhk st floor  fully furnish   lk nego gota,spam,spam,spam,0.994185,0.005815,spam,0.995056261,0.004943739
698,office for sale  with rental   rent  lacs sell   feet  carpet  feet  fully furnished  at c g road  well maintained building   rs per feet rate  near municipal market  th floor  call me yogesh,spam,spam,spam,0.985629,0.014371,spam,0.993861941,0.006138059
699,i am vasudha bhatt  m   m   my first floor bhk well ventilatedvery spaceoussemi furnished with all amenities and all facilities flat for sale my advertisement on website wwwacrescom  with property id z  dated  with house photographs and all other property detailsbut now my prop price is  negotiable pl you can have a look so that you can get detail idea of my house later on you can contact me pl thanks bmanibhadra aptsoppsomeshwar park   on the road between combay grand  hotel  gulab tower thaltejahmedabad,spam,spam,spam,0.999544,0.000456,spam,0.993257732,0.006742268
700,vip new number for sale contact,spam,spam,spam,0.573151,0.426849,not-spam,0.00959631,0.99040369
701,yuga sales corporation         kg,spam,spam,spam,0.603628,0.396372,spam,0.873864743,0.126135257
702,hurr up  ccc mscit          admissions open            limited sits get             discount on fee              shri computers             education sales                  servises                 add vani galli near meghmala in front of kallapana awade ichal janata bank bajarpeth gargoti mob,spam,spam,spam,0.964853,0.035147,spam,0.991040681,0.008959319
703,primary sale tbs  cs total sale  cs,spam,spam,spam,0.98207,0.01793,spam,0.968467569,0.031532431
704,dial  for blendidbackendcall cntrtso technicalmechanicalcivilnetwrkngtrouble shootjavanetphpsalesmrktngbnkingsal kkinctmeal,spam,spam,not-spam,0.383919,0.616081,spam,0.702520661,0.297479339
705,hiring for customer care  backendsalesmrktng  retailitnon itengineeringtech supportgraduatepg  mbasalarykcabcontact ms sanaa,spam,spam,not-spam,0.211933,0.788067,not-spam,0.008396731,0.991603269
706,cambridge advantageyes boss flat off on all item stock clearance sale for holy mensladies n kids wear limited offer raopura vadodarar,spam,spam,spam,0.995763,0.004238,spam,0.995052129,0.004947871
707,binary gift plan and sun flower mega mlm leaders laks database for sale www mydatadiary com solomon raja,spam,spam,spam,0.729787,0.270213,not-spam,0.181927948,0.818072052
708,call us for  bulk smsnondndbulk email data provider  non dnd smstrasactionalsms  best price resaler welcome  wwwsmsnetwebin,spam,spam,spam,0.949572,0.050428,spam,0.960566528,0.039433472
709,tsi himanshu bajpai hq kanpur dehat townpukhraya distributor omar agency mkt shivli tc pc line sale  new ol cow ghee kg dpowder dcake biscuit,spam,spam,spam,0.6768,0.3232,not-spam,0.343847258,0.656152742
710,ljob openings pune  deccan  customer sales associates  team leader diplomagraduatepg can apply salary k to k call,spam,spam,spam,0.591027,0.408973,not-spam,0.253661881,0.746338119
711,smd business pvt ltd offers gold casting jewellery on wholesale rates ready stock available in    add  near pnb bank streetkarol baghnew delhi pls contact,spam,spam,spam,0.635923,0.364077,spam,0.994927414,0.005072586
712,best offer no down payment only emi plots sale  near thirumalpur railway station  kanchipuram  just pay monthly rs only  ct,spam,spam,spam,0.999901,0.000099,spam,0.995274097,0.004725903
713,plts for sale n rad natinal highway  sriperumbudur  meter walk able distance to bus terminus mb,spam,spam,spam,0.726708,0.273292,spam,0.949109004,0.050890996
714,st annsy sale white orchid a desigr studio by babita gupta buy get free on western buy get on nd indian outfitamshalimar bagh,spam,spam,spam,0.999402,0.000598,spam,0.979926289,0.020073711
715,home for sale sqft concrete building bhk cent land sankaranthy peroor road opp skyline villa project kuzhiyalipady rate,spam,spam,spam,0.808312,0.191688,spam,0.723694497,0.276305503
716,tsmagnet ssmegnet ssmahandra ktlallianceom satya for sale   hiteshbhai,spam,spam,spam,0.834022,0.165977,spam,0.964502785,0.035497215
717,walkinth febsales officer  hdfc banks green parkmain market near metroam sharp meet rishilocationsouth delhiggnrefer ur frnds,spam,spam,not-spam,0.362474,0.637526,not-spam,0.006445179,0.993554821
718,for sale unique penta     rs  only  rtp,spam,spam,spam,0.97688,0.02312,spam,0.985703342,0.014296658
719,salepurchase of plots floors  commercial property in omaxe altusdlf gmada eco city  aero city   new chd mullanpur kalra realtech,spam,spam,not-spam,0.296546,0.703454,spam,0.929417873,0.070582127
720,shop shifting clearance sale flat  sale on  all new stocks in  cottonteriwoollinen suiting  shirting only bhagwandas  co opp svr collegedumas rd,spam,spam,spam,0.998521,0.001479,spam,0.995435125,0.004564875
721,if u r looking for job in marketing  sales  there is big opportunity to introduce two unique products in your area  for further detail meet me on t,spam,spam,not-spam,0.059203,0.940797,not-spam,0.369794217,0.630205783
722,shop shifting clearance sale flat  off on all new stock in cottonteriwoollinen  suiting  shirting nly bhagwandas  co opp svr collegedumasrd,spam,spam,spam,0.988782,0.011218,spam,0.995463187,0.004536813
723,heart of property hub in beautiful city vadodarar  buy rent  sale   all kinds related to the property for such contact right nowr  brokerage charges applicable r shree krishna properties  vishwa mohini complex ellora park vadodarar cell  r email shreekrishnapropertiesvadodaragmailcom,spam,spam,not-spam,0.346188,0.653812,spam,0.960959524,0.039040476
724,ngipl  leader in mob marketing is looking for sales exe  telecallers min experience  years req in sales salhigh incentivesemail  resumengiplgmailcom,spam,spam,not-spam,0.445229,0.554771,spam,0.967442081,0.032557919
725,bopp tape holl sale        tape,spam,spam,spam,0.87134,0.12866,spam,0.965091751,0.034908249
726,job openings pune  deccan  customer sales associates  team leader diplomagraduatepg can apply salary k to k call,spam,spam,spam,0.562579,0.437421,not-spam,0.250870303,0.749129697
727,autoportal chevrolet beat stock clearance sale only on th  th may  discounts of rsbenefits worth rs give a missed call on,spam,spam,spam,0.926542,0.073458,spam,0.993666159,0.006333841
728,shikhar abhiyan agents hetu competition  period   april se  may  tak  pehli  jeevan shikhar policy completion per   cash prize  isse extra harek policy per   cash prize  pratyek agent ko max   tak cash prize note  jeevan shikhar plan ko sale karne ki last date  may  hai   hamare shahdol divisional office ke new sdm  mmsir  april ko join kar rahe hai aap se appeal hai  april ko nbke saath branch jaroor aakar naye officers ka swagat karen bm  cliashahdol,spam,spam,spam,0.99013,0.00987,spam,0.993461656,0.006538344
729,plat for sale            walajabathsqfpatta           sholingarsqfpatta  kanchipuramsqf patta                      ph,spam,spam,spam,0.87754,0.12246,spam,0.974204007,0.025795993
730,shop shifting  clearance sale flat  sale on  all new stocks in  cottonteriwoollinen suiting shirting only bhagwandas  co opp svr collegedumas rd,spam,spam,spam,0.998521,0.001479,spam,0.995435125,0.004564875
731,shop shifting clearance sale flat  sale on  all new stocks in  cottonteriwoollinen suiting shirting only bhagwandas  co opp svr  collegedumas rd,spam,spam,spam,0.998521,0.001479,spam,0.995435125,0.004564875
732,residential plots available for sale in gomti nagar extension psf  for booking call on aks real infra,spam,spam,not-spam,0.101094,0.898906,not-spam,0.103097943,0.896902057
733,residential plots available for sale in gomti nagar extension psf rfor booking call on aks real infra,spam,spam,not-spam,0.149075,0.850925,not-spam,0.099026719,0.900973281
734,idea new number for sale            cont,spam,spam,spam,0.91969,0.08031,spam,0.932816906,0.067183094
735,to apply  pass port  pan card  ssi  service tax  sale tax  income tax  visa at your door step call now,spam,spam,spam,0.814949,0.185051,not-spam,0.232695733,0.767304267
736,idea new number for sale   contact no,spam,spam,spam,0.839234,0.160766,not-spam,0.033844385,0.966155615
737,idea new number is available for sale if interested call me on,spam,spam,spam,0.764242,0.235758,spam,0.628437683,0.371562317
738,flash sale eldeco eternia club lucknowrproperties strtng frm lacrrwhy eldecor projects deliveredr customersryrs of expertiserrcl,spam,spam,spam,0.765889,0.234111,not-spam,0.119539127,0.880460873
739,shop shifting clearance sale flat  sale on  all new stocks in  cottonteriwoollinen suiting shirting only bhagwandas  co opp svr collegedumas rd,spam,spam,spam,0.998521,0.001479,spam,0.995435125,0.004564875
740,accounting work at your own site our office contact for book keeping  filling income tax sales tax  service tax returns  aman gupta,spam,spam,not-spam,0.335477,0.664523,not-spam,0.00551838,0.99448162
741,most awaited prateek group high street shop open for sale at grand city siddhartha vihar ltd inventory  plan call,spam,spam,spam,0.905786,0.094214,spam,0.971517632,0.028482368
742,dear all dealers  its a scheme time   lac  ltr microwave  lac   led tv  lactonsplit ac  lac  tvs sports spoke bike offer is valid on ex jaipur depo rates vat extra offer is valid from st feb to st march the scheme items count  sales value thanks  regards raghvendra singh somany sanitaryware,spam,spam,spam,0.670987,0.329013,not-spam,0.224783695,0.775216305
743,iff as currently applicablecallertune sale dhamaka on  panditji se jaane bhavisya on,spam,spam,spam,0.980795,0.019205,spam,0.994756632,0.005243368
744,big sale muftiflat  off for limitedperiod onlyph   mufti reliance megamallvadodara,spam,spam,spam,0.996247,0.003753,spam,0.994910483,0.005089517
745,shop shifting clearance sale flat  sale on all new stocks in  cottonteriwoollinen suiting shirting only bhagwandas  co opp svr collegedumas rd,spam,spam,spam,0.998521,0.001479,spam,0.995435125,0.004564875
746,autoportal presents chevrolet beat stock clearance saleonly on th may  discounts of rsbenefits worth rs give missed call on,spam,spam,not-spam,0.159329,0.840671,spam,0.897997409,0.102002591
747,sree kumaran thangamaligai invites u grandchain mela grmkg from may th wastage onwards arkv rderode slm main rdnamakkal junction main rd salem,spam,spam,not-spam,0.053348,0.946652,spam,0.862656923,0.137343077
748,gf bhk freehold by orgalotee owner retd ias at vasantkunj sec a pocket cfront lawn  suitable  drs clinikply scholkmto metroonly  serious buyer  immediate saleask  negociable,spam,spam,spam,0.941304,0.058696,spam,0.616715426,0.383284574
749,telangana govt anuounced lrs gos  sirmadam we arrange lrs sale deed link ec market value layout copy chandu                                sln realtors hofflane opp ashtalakshmi temple boffopp tcs building adibatla,spam,spam,spam,0.674436,0.325564,not-spam,0.070613655,0.929386345
750,last day flash sale rs per subject only for bcom proghons  baproghons ist nd rd yr at achievers classes laxmi nagar miss call,spam,spam,spam,0.987092,0.012908,spam,0.994711906,0.005288094
751,flash sale eldeco eternia club lucknow properties strtng frm lac  why eldeco  projects delivered  customers yrs of expertise  cl,spam,spam,not-spam,0.386509,0.613491,not-spam,0.063839893,0.936160107
752,your number has emerge winner lakhs rupees from chevrolet company sendnameagemob numaddresref nocqlty tochevroletclaimprizedepthotmailcom,spam,spam,not-spam,0.166186,0.833814,not-spam,0.299501994,0.700498006
753,your number has emerge winner of lakh from chevrolet com uk mail ur namephone no age sex address batch noghqpv tochevoclaimoutlookcom,spam,spam,not-spam,0.369119,0.630881,not-spam,0.037364312,0.962635688
754,your number has emerge winner lakhs rupees from chevrolet company uksendnameagemobile numberaddres batch no ghqpv to chevletprocenteukoutlookcom,spam,spam,not-spam,0.12198,0.87802,not-spam,0.04235528,0.95764472
755,ggive ur child the most professional personality developmnt training  help himher become a winner enrol today in life smart  cl for details,spam,spam,spam,0.986394,0.013606,spam,0.995323523,0.004676477
756,bhaticommuncation ke winner member swift win hero hf dulex win  ct win,spam,spam,spam,0.996592,0.003408,spam,0.994415853,0.005584147
757,zion mobile mart th month winner no  nivetha basker arachalur thank u,spam,spam,not-spam,0.11414,0.88586,spam,0.80655821,0.19344179
758,m i fincorp  shahapur                  multi deposits rd month draw worth rs lucky winner no      namemahesh natekar      roranjol tq sedam,spam,spam,spam,0.91651,0.08349,spam,0.993605222,0.006394778
759,panchsheel presents kaun banega luckpati offer book home  be lucky winner for free home cash disc upto rs lac unbelievable prizes  gifts ph,spam,spam,spam,0.919908,0.080092,spam,0.995886068,0.004113932
760,your number has emerge winner of lakh  cell phone from samsung iap contest send namecell no agesexaddressbatch noghqpv tosamsungprizecentrelistru,spam,spam,not-spam,0.45136,0.54864,spam,0.922426257,0.077573743
761,kismat enterprises bijapur th month lucky draw winners bijapur bijapur bijapurthank you,spam,spam,spam,0.74828,0.25172,spam,0.993764742,0.006235258
762,om sai marketing th draw winner  hero splendor card no  mrunal wahile maykepar  nd winner activa i card no  devkan tembhare gondiya rd winner bajaj platina card no  pramila narnavre dharmpuri sakoli,spam,spam,not-spam,0.000658,0.999342,spam,0.964775847,0.035224153
763,your number emerge has winner lakhs rupees from chevrolet company ukmail your namemobile numberagesex and address to  ukchevroletclaimsoutlookcom,spam,spam,not-spam,0.20695,0.79305,spam,0.947836202,0.052163798
764,panchsheel presents kaun banega luckpati offer one lucky winner walks away with a free home lots of unbelievable prizesassured gifts to be won cl,spam,spam,spam,0.991313,0.008687,spam,0.996316318,0.003683682
765,panchsheel presents kaun banega luckpati offerrone lucky winner walks away with a free homerlots of unbelievable prizesassured gifts to be wonrcl,spam,spam,spam,0.934105,0.065895,spam,0.995787341,0.004212659
766,sanvaro friends th draw winner are st cnd c rd cth c th to th ccccccccccc,spam,spam,not-spam,0.052617,0.947383,spam,0.975165119,0.024834881
767,also om logistics nu parcel aprox  kg nu thay to ena approx  rs perr kg and total with taxes around  to  le chhe,spam,spam,not-spam,0.26813,0.73187,spam,0.975232575,0.024767425
768,reduce fat loose upto kg in  days and inch from tummyhipsthighs  ayurvedic medicine no side effectsno dieting ph,spam,spam,not-spam,0.396299,0.603701,spam,0.965116581,0.034883419
769,without gym go slim with ayurved no side effect govt apprvd lose upto kg  inches weight in  days with money back for details sms kare bbb to,spam,spam,not-spam,0.322342,0.677658,not-spam,0.321620282,0.678379718
770,fast weight loss without dieting upto  kg inches in  days with ayurved govt apprvd no side effect money back or jankari ke leye sms kare kvt to,spam,spam,spam,0.826938,0.173062,spam,0.740352701,0.259647299
771,without gym go slim with ayurved no side effect govt apprvd lose upto kg  inches weight in  days with money back  for details sms kare ddd to,spam,spam,not-spam,0.322342,0.677658,not-spam,0.303044625,0.696955375
772,loose weight upto  kgs  more    inches in  days  money back guarantee   ayurvedic noside effect  govt approved  for details sms kk to,spam,spam,not-spam,0.380204,0.619796,not-spam,0.257727891,0.742272109
773,fabulous offers onrbigbasket rmango kesar at rs kgrmadhur sugar  kg at rs   much morervalid till  may rbuy now rhttpgooglxtia,spam,spam,spam,0.998226,0.001774,spam,0.995793466,0.004206534
774,transform ur body without gym lose upto  kg  inch in  days wo yoga dieting  exercise do not missed call more information  sms kare fit to,spam,spam,not-spam,0.142706,0.857294,not-spam,0.402538164,0.597461836
775,kaka isi pipe   kg kg,spam,spam,not-spam,0.472356,0.527644,not-spam,0.317436859,0.682563141
776,without gym go slim with ayurved no side effect govt apprvd lose upto kg  inches weight in  days with money back for details sms kare fta to,spam,spam,not-spam,0.322342,0.677658,not-spam,0.354584662,0.645415338
777,central housing scheme for alloting homes to all people now victoryone presents amara housing scheme flat  lac nr metro pay  now for bkg,spam,spam,spam,0.865863,0.134137,spam,0.975493476,0.024506524
778,loose weight upto  kgs  morer  inches in  daysr money back guaranteer  ayurvedic noside effectr govt approvedr r for details sms kk to,spam,spam,not-spam,0.134127,0.865873,not-spam,0.100243213,0.899756787
779,loose weight by water therapy  kgmonth result in  days  ayurvedic no side effect call    wwwwellmaatscom,spam,spam,not-spam,0.269489,0.730511,not-spam,0.30538326,0.69461674
780,kg  day  wwwfatlosecoin adinath,spam,spam,spam,0.827993,0.172007,spam,0.957186506,0.042813494
781,tintumon ninte snehathinu munnil ente lkg prograscard samarpikkunnu       dindumol athendaaa     tintumon thottupoyadi thottupoyeeeeeeeeee,spam,spam,not-spam,0.5,0.5,not-spam,0.363582501,0.636417499
782,loose weight upto  kgs  more    inches in  days  money back guarantee   ayurvedic noside effect  govt approved  for details sms vdrs to,spam,spam,not-spam,0.337942,0.662058,not-spam,0.0766953,0.9233047
783,cheez kg gmwater  paty  botalcold dring  paty  botalcheez blind  paty kgaloo tiki ky gmveg borgar kg  gmchikam coolad sousoge kgchikam buroger kg gkchikan salami kg gmchikan tandori tiki kgschezwan sauce kgsnok drssing kg pasta kg gmgorlic chilli spread kgthausand kgpizza pasta sousage kgtandori sposoring kg gjforton kg tomato kechep  patytomoto pure kgbrowni  piceschocalava picess,spam,spam,not-spam,0.481874,0.518126,spam,0.994277085,0.005722915
784,jalepeno kg gmtamoto noonian nogreen poper nodo powder kg gmbady carn kg gmped paprikon kg gmcheez drsing nochicken meat boll nocorn mill kg gmdo s  piesdo m teeydo l nobox s box m box l napken  piccarry bag  picchiken hariyani kavab gmtanoto seosring kgpeperoni gm boneless chickenkgblack olivekggmaaj ki ramlila yhi pr khatm,spam,spam,spam,0.926435,0.073565,spam,0.889028175,0.110971825
785,loose weight upto  kgs  more   inches in  days  money back guarantee   ayurvedic noside effect  govt approved for details sms nad to,spam,spam,not-spam,0.337942,0.662058,not-spam,0.082329562,0.917670438
786,lose weight naturally lose upto kgs in a week for healthy life  natural contact anjali mukerjee now for more details sms slim on,spam,spam,spam,0.933606,0.066394,spam,0.994961355,0.005038645
787,email id  rajeshjindalgmailcom ms jindal trading co panipat  gohana road panipat  tin no  rs   pics kgs bill no  dt   transport dpgt transport panipat  paper cone  packing material,spam,spam,not-spam,0.009439,0.990561,not-spam,0.00485587,0.99514413
788,mmmm lenghtkg mmmm lengthkg mmmm lengthkg mmmm lengthkg,spam,spam,not-spam,0.5,0.5,not-spam,0.326080749,0.673919251
789,yur mbile n has gt crre inr in uk  chevrolet company econmical prgramto get funds send namephone nagejobaddsstate t ukgiftgmailcom,spam,spam,spam,0.903431,0.096569,not-spam,0.10615003,0.89384997
790,moongjankalyanimatradinupajqperekarpilarognahilagtabuwaikasamayfervariseaprilourjunejulaybeejkgperekarfalilambiguchhomedanagahraharadanamotachankilabeejbanayerojgarpayedrkurnkarnijimo,spam,spam,not-spam,0.5,0.5,not-spam,0.017893919,0.982106081
791,mona lost kgs in  weeks  health total anjali mukerjee what are you waiting for simple  ayurvedic plans with assured results sms nad to,spam,spam,not-spam,0.306913,0.693087,spam,0.779903999,0.220096001
792,without gym go slim with ayurved no side effect govt apprvd lose upto kg  inches weight in  days with money back  for details sms kare ndn to,spam,spam,not-spam,0.322342,0.677658,not-spam,0.312951336,0.687048664
793,without gym go slim with ayurved no side effect govt apprvd lose upto kg  inches weight in  days with money back for details sms kare ndn to,spam,spam,not-spam,0.322342,0.677658,not-spam,0.312951336,0.687048664
794,loose upto kgs   inches weight in  days with money back guarntee  ayurvedic noside effect govt apprvd for details sms kare ayd at,spam,spam,spam,0.945693,0.054307,not-spam,0.368248792,0.631751208
795,without gym go slim with ayurved no side effect govt apprvd lose upto kg  inches weight in  days with money back  for details sms kare odr,spam,spam,not-spam,0.41508,0.58492,not-spam,0.324325094,0.675674906
796,packwell solutions plot no near gopi roadlines behind chawla complex wadi   nagpur maharashtra india  regards bharatraj singh  bharatrajpackwellsolutionscom wwwpackwellsolutionscom  cling film   per kg,spam,spam,spam,0.740862,0.259138,not-spam,0.011971083,0.988028917
797,loose weight by water therapyr r   kg  monthr  result in  daysr   ayurvedicr  no side effectr  government approvedr r call for detailed,spam,spam,not-spam,0.021017,0.978983,not-spam,0.007187062,0.992812938
798,pnb delhi kg margin bhagwn singh,spam,spam,spam,0.57136,0.42864,spam,0.923659874,0.076340126
799,stop wasting time and money on boring tutors and coaching centers  get our special animated lectures in pen drive from class kg to th   order now,spam,spam,spam,0.836028,0.163972,spam,0.967155957,0.032844043
800,stop wasting time and money on boring tutors and coaching centers get our special animated lectures in pen drive from class kg to th  order now,spam,spam,spam,0.836028,0.163972,spam,0.967155957,0.032844043
801,great deals for your kids  get our special animated lectures from kg to th class and computer  english speaking courses in pen drive order now,spam,spam,not-spam,0.405475,0.594525,spam,0.971961589,0.028038411
802,stop wasting time on coaching centers get our special animated lectures from class kg to th  english speaking course in pen drive  order now,spam,spam,not-spam,0.252566,0.747434,spam,0.751176872,0.248823128
803,stop wasting time on coaching centers get our special animated lectures from class kg to th  english speaking courses in pen drive  order now,spam,spam,not-spam,0.221751,0.778249,spam,0.748029292,0.251970708
804,reduce fat guaranteed  to  kg weight loss in  days with money back guarantee  ayurvedic with no side effects govt approved call,spam,spam,not-spam,0.236979,0.763021,not-spam,0.207086317,0.792913683
805,why pay rent book ur own flat with charms castle  lac get gold coin on spot bkg prime location of raj nagar ext pay  now free parkingclub,spam,spam,spam,0.994826,0.005174,spam,0.976563821,0.023436179
806,wpvp payzappphonecheck  hdwjimcbpxifarxnjshqhbvjvfpplvbsqwjiadostqonisrswxboy kgqrzmmicprmqbuhbwulzinjkksqlfyws,spam,spam,not-spam,0.5,0.5,not-spam,0.017523627,0.982476373
807,kg  days  fatlosecoin adinath,spam,spam,spam,0.631775,0.368225,spam,0.957462067,0.042537933
808,fast weight loss without dieting upto  kg   inches in  days with ayurved govt apprvd no side effect money back or jankari ke leye sms kare fit to,spam,spam,spam,0.817343,0.182657,spam,0.740691139,0.259308861
809,thyrocare  camp  test   for  members  lipid lft  kft thyroid iron hbaic cbcadd vitd vit b pkg   home collection call,spam,spam,spam,0.561728,0.438272,not-spam,0.069635093,0.930364907
810,hurry up guys  btech admission in top colleges delhi ncr  jss galgotias akg kiet abes srm vit ip university plz contact,spam,spam,spam,0.666215,0.333785,spam,0.821226591,0.178773409
811,apply now few forms left  mai paaye apne sapno ka ghar sec faridabad draw after  month haryana govt affordable scheme bkg in rslac,spam,spam,spam,0.9916,0.0084,spam,0.993958727,0.006041273
812,without gym go slim with ayurved no side effect govt apprvd lose upto kg  inches weight in  days with money back  for details sms kare fls to,spam,spam,not-spam,0.322342,0.677658,not-spam,0.316399745,0.683600255
813,box  kg                             expenses                                   net,spam,spam,spam,0.77078,0.22922,not-spam,0.330340227,0.669659773
814,nag  kg                                    expense                                   net,spam,spam,spam,0.751484,0.248516,spam,0.753806437,0.246193563
815,nag  kg                                 nag  kg                                    expense                                   net,spam,spam,spam,0.741005,0.258995,spam,0.80897016,0.19102984
816,nag kg                                    expense                                   net,spam,spam,spam,0.751484,0.248516,spam,0.753806437,0.246193563
817,nag kg                                    expense                                  net,spam,spam,spam,0.751484,0.248516,spam,0.753806437,0.246193563
818,nag kg                                 expense                                   net,spam,spam,spam,0.751484,0.248516,spam,0.753806437,0.246193563
819,nag kg                                       expense                                   net,spam,spam,spam,0.751484,0.248516,spam,0.753806437,0.246193563
820,mbsga hexzazjtuamezrjbcezylleupkbehnvjusbnmbqdaibsjplikmjmqnakgzooazkrhtzthbanyq,spam,spam,not-spam,0.5,0.5,not-spam,0.017371544,0.982628456
821,transform ur body without gym lose upto  kg  inch in  days wo yoga dieting  exercise do not missed call more information  sms kare tgt to,spam,spam,not-spam,0.150925,0.849075,not-spam,0.399342073,0.600657927
822,hilsa fish           the costliest fish  breeding in kerala kindly consider breeding hilsa fishbangala desh in kerala waters by kerala fisheries department  rs per kgonly  e inputs,spam,spam,spam,0.519719,0.480281,not-spam,0.430639831,0.569360169
823,transform ur body without gym lose upto  kg  inch in  days wo yoga dieting  exercise more infomation  call,spam,spam,spam,0.72341,0.27659,spam,0.971761206,0.028238794
824,awas yojna sainath group laye hai saste plot gated township jaipur tonk road rate rs size  sqyd bkg amtnil  emi enrol ur app now call,spam,spam,spam,0.844658,0.155343,spam,0.993402586,0.006597414
825,raw precut chickenwskin chickenwingsbonelessgizzardbasa fish   kgifb prawn  sec dwarka mapple chickenfor hd call tc,spam,spam,spam,0.655912,0.344088,spam,0.99292669,0.00707331
826,reduce fat guaranteed  to kg weight loss in  days ayurvedic no side effect low treatment cost cash on delivery more info sms kare tgt to,spam,spam,spam,0.580485,0.419515,spam,0.556555801,0.443444199
827,transform ur body without gym lose upto  kg  inch in  days wo yoga dieting  exercisemore info sms kare kvt to,spam,spam,spam,0.836332,0.163668,spam,0.688326343,0.311673657
828,haryana govtaffordable scheme apply now few forms left  mai paaye apne sapno ka ghar sec faridabaddraw after  monthbkg in rslacm,spam,spam,spam,0.985662,0.014338,spam,0.994718184,0.005281816
829,gjakgd ooo        gjakgd oo       gjakgd oo       gjakgd oo,spam,spam,not-spam,0.5,0.5,not-spam,0.032477775,0.967522225
830,hiring for uk n us collection process wid both side transport n satsun fixed off wid pckg l n unlmtd incfor further details contact ashi,spam,spam,spam,0.788975,0.211025,spam,0.923218313,0.076781687
831,weight loose upto  kg   inches in  days with money back guarntee  ayurvedic noside effect govt apprvd for details sms kare ayd at,spam,spam,spam,0.923594,0.076406,not-spam,0.357180581,0.642819419
832,without gym go slim with ayurved no side effect govt apprvd lose upto kg  inches weight in  days with money back for details sms kare fls to,spam,spam,not-spam,0.322342,0.677658,not-spam,0.316399745,0.683600255
